WONUM,DESCRIPTION,ABCWUA_ADDRESS,PERSONGROUP,ABCWUA_SERVAREA,LOCATION,ASSETNUM,ABCWUA_CALLNUM,ABCWUA_CALLNUM2,WORKTYPE,ABCWUA_SUBWT,ORIGRECORDID,STATUS,STATUSDATE,WOPRIORITY,REPORTDATE,ACTFINISH,ABCWUA_EQNUM,WOEQ1,MAXGISID,MAP_PAGE,PIPE_DIAMETER,PIPE_LENGTH,PIPE_MATERIAL,ABCWUA_MANHOLE_FRM,ABCWUA_MANHOLE_TO,FAILURECODE,PROBLEMCODE,CAUSE,REMEDY,ABCWUA_10CODE,ABCWUA_SPILLAGE,VENDOR,ESTLABHRS,ACTLABHRS,PARENT,RPTDATE_CALPERIOD,RPTDATE_DAYOFWEEK,RPTDATE_HROFDAY,RPTDATE_WEEKOFYEAR,WO_AGING_DAYS,AGING_PERIOD,AGING_PERIOD_COMP
11568063,10-40 TOT 260 AS,3811 EDITH BLVD NE,RECCL,AS,RPIPE,270266,261,260,CM,,67995,CLOSE,4/9/14 2:00,4,12/12/13 10:20,12/12/13 13:50,,,RPIPE261541,G-15,8,242,VCP,G15921,G15922,PIPE,BACKUP,GREASE,CC,10-40,,,0,6,,201312,THURSDAY ,10,50,118,GT 90 DAYS,GT 90 DAYS
11569100,10-42 TOT 220,14332 LA CUEVA AVE NE,RECCL,AS,RPIPE,313992,211,220,CM,,68099,CLOSE,4/7/14 2:00,5,12/14/13 12:10,12/14/13 15:30,,,RPIPE305267,K-23,8,322,VCP,K23364,K23355,PIPE,OVERFLOW,ROOTS,CC,10-42,"6,250",,0,1.8333333333,,201312,SATURDAY ,12,50,114,GT 90 DAYS,GT 90 DAYS
11569099,10-42 TOT 250-252,5613 LA CORRIDA RD NE,RECCL,AS,RPIPE,271049,252,250,CM,,68137,CLOSE,4/7/14 2:01,5,12/16/13 13:46,12/16/13 13:15,,,RPIPE262324,G-18,8,280,CP,G18424,G18422,PIPE,OVERFLOW,RTSGRS,CC,10-42,2,,0,2,,201312,MONDAY   ,13,50,112,GT 90 DAYS,GT 90 DAYS
11570578,10-40 inside TOT 260/262 TOT JOE KLAUS @ CCMSI FOR PROPERTY DAMAGE PER 260,416 COLUMBIA DR SE,RECCL,AS,RPIPE,284324,262,260,CM,,68249,CLOSE,4/8/14 2:00,5,12/19/13 14:27,12/18/13 14:07,,,RPIPE275599,K-16,12,330,VCP,K16832,K16934,PIPE,PROPDAM,RAGS,CC,10-48,,,0,2.2333333333,,201312,THURSDAY ,14,51,109,GT 90 DAYS,GT 90 DAYS
11570583,10-40 inside TOT 260/262,412 COLUMBIA DR SE,RECCL,AS,RPIPE,284510,262,260,CM,,68246,CLOSE,4/9/14 2:00,4,12/19/13 14:44,12/18/13 14:07,,,RPIPE275785,K-16,12,330,VCP,K16831,K16832,PIPE,BACKUP,RAGS,CC,10-40,,,0,1.95,,201312,THURSDAY ,14,51,110,GT 90 DAYS,GT 90 DAYS
11571008,10-42 TOT 262,7517 Gladden / Pennsylvania NE,RECCL,AS,RPIPE,274928,262,260,CM,,68310,CLOSE,4/7/14 2:01,5,12/20/13 15:22,12/20/13 11:00,,,RPIPE266203,G-19,8,352,CP,G19244,G19243,PIPE,OVERFLOW,RAGS,CC,10-42,500,,0,2.3333333333,,201312,FRIDAY   ,15,51,107,GT 90 DAYS,GT 90 DAYS
11576919,10-40 TOT UNIT 260/262,2800 AZAR PL NW,RECCL,AS,RPIPE,300823,262,260,CM,,68539,COMP,6/19/14 8:34,5,12/29/13 18:05,12/29/13 21:00,,,RPIPE292098,J-12,8,55,VCP,J12073,J12072,PIPE,PROPDAM,DEBRIS,CC,10-48,,,0,5,,201312,SUNDAY   ,18,52,172,GT 90 DAYS,GT 90 DAYS
11574472,10-40 TOT 212,9701 GOLF COURSE RD NW,RECCL,AS,RPIPE,415246,212,212,CM,,68492,CLOSE,4/9/14 2:00,4,12/30/13 18:19,12/27/13 19:00,,,RPIPE500434,B-12,8,405,AC,B12853,B12943,PIPE,BACKUP,GREASE,CC,10-40,,,0,6,,201312,MONDAY   ,18,52,99,GT 90 DAYS,GT 90 DAYS
11574655,10-40 tot unit 250,3017 Monte Vista NE,RECCL,AS,RPIPE,282011,251,250,CM,,68568,CLOSE,4/8/14 2:01,4,12/31/13 6:20,12/30/13 12:00,,,RPIPE273286,K-16,10,320,VCP,K16361,K16452,PIPE,BACKUP,GREASE,CC,10-40,,,0,1,,201312,TUESDAY  ,6,53,98,GT 90 DAYS,GT 90 DAYS
11576269,10-40 TOT 250 AS,5400 ARABIAN DR NW,RECCL,AS,RPIPE,302186,263,250,CM,,68712,CLOSE,6/10/14 2:00,4,1/4/14 10:19,1/4/14 18:00,,,RPIPE293461,E-11,8,311,VCP,E11921,E11923,PIPE,BACKUP,RGSGRS,CC,10-40,,,0,21.6666666667,,201401,SATURDAY ,10,1,157,GT 90 DAYS,GT 90 DAYS
11577817,10-40 tot unit 210-AS,200 CARLISLE BLVD SE,RECCL,AS,RPIPE,286751,212,210,CM,,68909,CLOSE,6/24/14 2:00,4,1/7/14 20:12,1/7/14 18:30,,,RPIPE278026,K-16,8,212,VCP,K16693,K16595,PIPE,BACKUP,ROOTS,ROOTSAW,10-40,,,0,1,,201401,TUESDAY  ,20,1,167,GT 90 DAYS,GT 90 DAYS
11578299,"1052 really upset individual just a heads up, mke contact plse",903 ARNO ST NE,RECCL,AS,RPIPE,280069,216,210,CM,,68978,CLOSE,5/8/14 2:00,5,1/8/14 23:21,1/8/14 22:30,,,RPIPE271344,J-14,12,50,CP,J14683,J14LFT,PIPE,OVERFLOW,ROCKS,CC,10-42,"468,000",,0,3.5,,201401,WEDNESDAY,23,2,119,GT 90 DAYS,GT 90 DAYS
11578926,1042 TOT 255 AS,13405 MOUNTAIN VIEW AVE NE,RECCL,AS,RPIPE,315937,255,250,CM,,68988,CLOSE,5/8/14 2:01,5,1/9/14 12:37,1/9/14 10:30,,Root Saw needed.,RPIPE307212,K-22,8,250,CP,K22683,K22684,PIPE,OVERFLOW,ROOTS,CC,10-42,625,,0,5.5,,201401,THURSDAY ,12,2,119,GT 90 DAYS,GT 90 DAYS
11579513,10-52 TOT 210 as,5836 PAULINE ST NW,RECCL,AS,RPIPE,268167,211,210,CM,,69034,CLOSE,6/24/14 2:01,4,1/10/14 22:43,1/10/14 18:00,,,RPIPE259442,F-14,15,482,RCP,F14291,F14391,PIPE,BACKUP,GREASE,CC,10-40,,,0,4,,201401,FRIDAY   ,22,2,164,GT 90 DAYS,GT 90 DAYS
11580258,10-40 TOT 260  AS,209 KATHRYN AVE SE,RECCL,AS,RPIPE,620164,213,260,CM,,69054,CLOSE,6/23/14 2:00,5,1/13/14 7:54,1/11/14 23:00,,,RPIPE815231,L-14,8,417.15,PVC,L14454,L14447,PIPE,PROPDAM,GREASE,CC,10-48,,,0,7,,201401,MONDAY   ,7,2,161,GT 90 DAYS,GT 90 DAYS
11581492,10-40 (plumber on site states m/h on Gold ready to overflow) TOT 264/261-AS,200 BROADWAY BLVD SE,RECCL,AS,RPIPE,281921,261,260,CM,,69133,CLOSE,6/24/14 2:00,5,1/14/14 9:55,1/14/14 13:00,,,RPIPE273196,K-14,8,380,VCP,K14371,K14471,PIPE,BACKUP,GREASE,CC,10-48,,,0,5,,201401,TUESDAY  ,9,2,161,GT 90 DAYS,GT 90 DAYS
11582588,10-42: Storm Station Wet Well,LIFT STATION 306- 915 BROADWAY BLVD.  NE,RECCL,AS,RPIPE,280069,213,210,CM,,69213,CLOSE,5/8/14 2:01,5,1/15/14 22:43,1/15/14 19:30,,,RPIPE271344,J-14,12,50,CP,J14683,J14LFT,PIPE,OVERFLOW,DEBRIS,CC,10-42,"190,000",,0,6,,201401,WEDNESDAY,22,3,112,GT 90 DAYS,GT 90 DAYS
11583391,10-42 TOT 220-213  AS,920 EDITH BLVD SE,RECCL,AS,RPIPE,284077,213,220,CM,,69305,CLOSE,5/8/14 2:00,5,1/18/14 19:48,1/18/14 22:00,,,RPIPE275352,K-14,8,360,VCP,K14981,K14882,PIPE,OVERFLOW,RGSGRS,CC,10-42,"1,330",,0,6,,201401,SATURDAY ,19,3,109,GT 90 DAYS,GT 90 DAYS
11583389,10-42/tot 220,3310 INDIAN SCHOOL RD NE,RECCL,AS,RPIPE,269161,213,220,CM,,69312,CLOSE,5/8/14 2:00,5,1/19/14 21:38,1/19/14 23:45,,Root Saw needed.,RPIPE260436,H-16,8,195,CP,J16083,J16082,PIPE,OVERFLOW,SDGTGRVL,CC,10-42,"5,350",,0,6,,201401,SUNDAY   ,21,3,108,GT 90 DAYS,GT 90 DAYS
11584384,10-40 TOT 212-213,420 PENNSYLVANIA ST SE,RECCL,AS,RPIPE,286190,213,212,CM,,69356,CLOSE,6/24/14 2:00,4,1/22/14 19:32,1/21/14 17:20,,,RPIPE277465,L-19,8,327,CP,L19153,L19151,PIPE,BACKUP,SDGTGRVL,CC,10-40,,,0,1.3333333333,,201401,WEDNESDAY,19,4,152,GT 90 DAYS,GT 90 DAYS
11584387,10-40 TOT UNIT 212-213,5709 CARRUTHERS ST NE,RECCL,AS,RPIPE,275407,213,212,CM,,69363,CLOSE,6/24/14 2:00,4,1/22/14 19:51,1/21/14 18:40,,Root Saw needed.,RPIPE266682,E-21,8,140,VCP,E22905,E22901,PIPE,BACKUP,RAGS,CC,10-40,,,0,1.6666666667,,201401,WEDNESDAY,19,4,152,GT 90 DAYS,GT 90 DAYS
11586042,1040 inside tot 250,2018 CARDENAS DR NE,RECCL,AS,RPIPE,286638,251,250,CM,,69418,CLOSE,6/23/14 2:00,4,1/27/14 6:32,1/23/14 12:10,,,RPIPE277913,J-18,8,381,CP,J18133,J18233,PIPE,BACKUP,RTSGRS,CC,10-40,,,0,1.8333333333,,201401,MONDAY   ,6,4,147,GT 90 DAYS,GT 90 DAYS
11589923,10-40 (plumber states m/h's about to 10-42) TOT 260,626 SAN CLEMENTE AVE NW,RECCL,AS,RPIPE,266117,261,260,CM,,69621,CLOSE,6/23/14 2:00,4,1/29/14 8:25,1/29/14 10:30,,,RPIPE257392,G-14,8,33,DIP,G14272,G14273,PIPE,BACKUP,GREASE,CC,10-40,,,0,2,,201401,WEDNESDAY,8,5,145,GT 90 DAYS,GT 90 DAYS
11587760,10-42 TOT 210-212  AS,CARLISLE & MONTGOMERY NE,RECCL,AS,RPIPE,270524,212,210,CM,,69706,CLOSE,5/8/14 2:00,5,1/30/14 21:47,1/31/14 20:40,,,RPIPE261799,F-17,8,100,CP,F16994,F16992,PIPE,OVERFLOW,GREASE,CC,10-42,"3,975",,0,0.5,,201401,THURSDAY ,21,5,97,GT 90 DAYS,GT 90 DAYS
11589886,10-40 TOT 230,423 MAPLE ST NE,RECCL,AS,RPIPE,287294,255,230,CM,,69804,CLOSE,6/23/14 2:01,4,2/4/14 0:38,2/4/14 2:30,,INFORM RESD'T AT 415 BEFORE WORKING SO THEY REMOVE CLEAN OUT COVERS BASEMENT AT 415 MAPLE FLOODS WHEN WE HC.NOTIFY RESIDENT AND REDUCE PRESSURE. Root Saw needed.,RPIPE278569,K-15,8,300,VCP,K15163,K15167,PIPE,BACKUP,ROOTS,CC,10-40,,,0,5,,201402,TUESDAY  ,0,5,139,GT 90 DAYS,GT 90 DAYS
11589914,10-40 TOT 250,4627 CAIRO DR NE,RECCL,AS,RPIPE,270913,255,250,CM,,69785,CLOSE,6/23/14 2:00,4,2/4/14 6:41,2/3/14 12:45,,,RPIPE262188,F-22,8,400,VCP,F22821,F22813,PIPE,BACKUP,RAGSRTS,CC,10-40,,,0,1.1666666667,,201402,TUESDAY  ,6,5,139,GT 90 DAYS,GT 90 DAYS
11590052,10-40 TOT UNIT 250-255,210 DALLAS ST NE,RECCL,AS,RPIPE,284154,255,250,CM,,69787,CLOSE,6/23/14 2:00,4,2/4/14 8:37,2/3/14 13:40,,,RPIPE275429,K-19,8,298,CP,K19744,K19644,PIPE,BACKUP,RAGS,CC,10-40,,,0,1,,201402,TUESDAY  ,8,5,139,GT 90 DAYS,GT 90 DAYS
11591622,10-48 TOT 260-263,316 BRYN MAWR DR SE,RECCL,AS,RPIPE,280164,263,260,CM,,69815,CLOSE,6/9/14 2:01,5,2/5/14 6:24,2/4/14 12:35,,Root Saw needed.,RPIPE271439,K-16,8,330,VCP,K16871,K16771,PIPE,PROPDAM,RAGS,CC,10-48,,,0,2.6666666667,,201402,WEDNESDAY,6,6,124,GT 90 DAYS,GT 90 DAYS
11591633,10-42 TOT UNIT 260-263,555 PROSPERITY AVE SE,RECCL,AS,RPIPE,297941,263,260,CM,,69824,CLOSE,6/23/14 2:00,4,2/5/14 7:14,2/4/14 16:00,,,RPIPE289216,P-14,8,319.8999939,PVC,P14922,P14921,PIPE,BACKUP,RAGS,CC,10-40,,,0,2.8333333333,,201402,WEDNESDAY,7,6,138,GT 90 DAYS,GT 90 DAYS
11595491,10-40 tot 210 as,412 HARVARD DR SE,RECCL,AS,RPIPE,280518,211,210,CM,,70127,CLOSE,6/23/14 2:00,4,2/13/14 22:37,2/13/14 17:00,,Root Saw needed.,RPIPE271793,K-16,8,330,VCP,K16813,K16911,PIPE,BACKUP,RGSRTSGR,CC,10-40,,,0,1.5,,201402,THURSDAY ,22,7,129,GT 90 DAYS,GT 90 DAYS
11597397,10-42 at Turn-bay TOT 258-AS,7121 WYOMING BLVD NE,RECCL,AS,RPIPE,278976,258,250,CM,,70281,CLOSE,6/5/14 2:00,5,2/19/14 10:08,2/19/14 8:20,,,RPIPE270251,E-19,12,217,VCP,E19041,E19042,PIPE,OVERFLOW,GREASE,CC,10-42,100,,0,0.6666666667,,201402,WEDNESDAY,10,8,106,GT 90 DAYS,GT 90 DAYS
11598936,10-40 tot 210,1710 CENTRAL AVE SW,RECCL,AS,RPIPE,591951,211,210,CM,,70355,CLOSE,6/9/14 2:01,5,2/20/14 21:58,2/20/14 22:05,,,RPIPE787473,J-13,8,329,VCP,J13752,J13851,PIPE,PROPDAM,RGSGRS,CC,10-48,,,0,5.1666666667,,201402,THURSDAY ,21,8,108,GT 90 DAYS,GT 90 DAYS
11600299,10-40 TOT UNIT 220,1053 JEWEL PL NE,RECCL,AS,RPIPE,313199,211,220,CM,,70417,CLOSE,6/23/14 2:00,5,2/24/14 11:34,3/24/14 11:28,,,RPIPE304474,K-23,8,380,VCP,K23122,K23025,PIPE,BACKUP,RGSRTSGR,CC,10-40,,,0,12,,201402,MONDAY   ,11,8,119,GT 90 DAYS,GT 90 DAYS
11600304,10-40/tot 220,3612 CREST AVE SE,RECCL,AS,RPIPE,283776,211,220,CM,,70418,CLOSE,6/23/14 2:00,4,2/24/14 11:46,3/24/14 11:44,,,RPIPE275051,L-17,8,330,CP,L17901,L17802,PIPE,BACKUP,GREASE,CC,10-40,,,0,3,,201402,MONDAY   ,11,8,119,GT 90 DAYS,GT 90 DAYS
11601527,10-40 at alley (neighbors too) TOT 260/261 AS-flushed lns & res notified,114 GIRARD BLVD SE,RECCL,AS,RPIPE,280027,261,260,CM,,70495,CLOSE,6/23/14 2:00,4,2/25/14 10:55,2/25/14 13:15,,,RPIPE271302,K-16,8,393,VCP,K16551,K16552,PIPE,BACKUP,GREASE,CC,10-40,,,0,2.5,,201402,TUESDAY  ,10,8,118,GT 90 DAYS,GT 90 DAYS
11601331,10-40/tot 210/211,4916 ARROYO CHAMISA RD NE,RECCL,AS,RPIPE,272622,211,210,CM,,70477,CLOSE,6/23/14 2:00,4,2/25/14 16:15,2/24/14 23:35,,,RPIPE263897,F-21,8,99,VCP,F21648,F21647,PIPE,BACKUP,GREASE,CC,10-40,,,0,1.8333333333,,201402,TUESDAY  ,16,8,117,GT 90 DAYS,GT 90 DAYS
11602438,10-40 TOT 260-261 originally a 10-42,412 ALAMEDA BLVD NW,RECCL,AS,RPIPE,264016,261,260,CM,,70555,CLOSE,6/9/14 2:01,5,2/26/14 14:47,2/26/14 15:30,,,RPIPE255291,B-16,8,390,PVC,B16912,B16921,PIPE,BACKUP,GREASE,CC,10-40,,,0,0.6666666667,,201402,WEDNESDAY,14,9,102,GT 90 DAYS,GT 90 DAYS
11602056,10-40/TOT UNIT 210,10316 CORNELIA CT SW,RECCL,AS,RPIPE,288901,212,213,CM,,70529,CLOSE,6/23/14 2:00,4,2/26/14 19:19,2/25/14 19:45,,Root Saw needed.,RPIPE280176,M-08,8,130,VCP,M08375,M08381,PIPE,BACKUP,RTGRSSND,CC,10-40,,,0,0.8333333333,,201402,WEDNESDAY,19,9,116,GT 90 DAYS,GT 90 DAYS
11604306,10-40/tot 210-213,2919 SOL DE VIDA NW,RECCL,AS,RPIPE,303185,213,210,CM,,70710,CLOSE,6/23/14 2:00,4,3/3/14 23:02,3/3/14 19:00,,Root Saw needed.,RPIPE294460,G-11,8,108,VCP,G11912,G11921,PIPE,BACKUP,ROOTS,CC,10-40,,,0,1,,201403,MONDAY   ,23,9,111,GT 90 DAYS,GT 90 DAYS
11604307,10-40 TOT UNIT 210,3500 CALLE FLORESTA CT NW,RECCL,AS,RPIPE,299681,212,210,CM,,70707,CLOSE,6/23/14 2:00,4,3/3/14 23:07,3/3/14 19:00,,,RPIPE290956,E-12,8,93.19999695,PVC,E12761,E12762,PIPE,BACKUP,RAGS,CC,10-40,,,0,3,,201403,MONDAY   ,23,9,111,GT 90 DAYS,GT 90 DAYS
11604465,251 (10-42) On Call,11824 LOMAS BLVD NE,RECCL,AS,RPIPE,313022,251,230,CM,,70715,CLOSE,7/8/14 2:02,5,3/4/14 5:46,3/4/14 4:40,,,RPIPE304297,J-21,12,300,CP,J21992,J21983,PIPE,OVERFLOW,GREASE,CC,10-42,500,,0,4.1666666667,,201403,TUESDAY  ,5,9,126,GT 90 DAYS,GT 90 DAYS
11604470,10-40 TOT UNIT 250/258,1401 WILLIAM ST SE,RECCL,AS,RPIPE,284895,258,250,CM,,70689,CLOSE,6/23/14 2:00,4,3/4/14 6:08,3/3/14 15:00,,,RPIPE276170,L-14,8,184,PVC,L14242,L14253,PIPE,BACKUP,GRSSND,CC,10-40,,,0,2,,201403,TUESDAY  ,6,9,111,GT 90 DAYS,GT 90 DAYS
11606111,10-42 TOT 260/262 AS-res notified & no damage,IRON AVE SE/ELM ST SE,RECCL,AS,RPIPE,631968,262,260,CM,,70766,CLOSE,7/3/14 2:00,5,3/5/14 13:11,3/5/14 10:19,,,RPIPE853844,K-14,8,28,VCP,K14695,K14694,PIPE,OVERFLOW,UNKNOWN,CC,10-42,500,,0,1.4666666667,,201403,WEDNESDAY,13,10,120,GT 90 DAYS,GT 90 DAYS
11606199,10-40,3700 HANNETT NE,RECCL,AS,RPIPE,283135,213,210,CM,,70799,CLOSE,6/23/14 2:00,4,3/5/14 16:58,3/4/14 20:20,,,RPIPE274410,J-17,8,301,CP,J17202,J17201,PIPE,BACKUP,GREASE,CC,10-40,,,0,1.1666666667,,201403,WEDNESDAY,16,10,109,GT 90 DAYS,GT 90 DAYS
11606212,10-40 TOT 210 as,2815 BROADWAY BLVD SE,RECCL,AS,RPIPE,281931,212,210,CM,,70796,CLOSE,6/24/14 2:01,4,3/5/14 18:10,3/5/14 17:40,,,RPIPE273206,M-14,8,220,VCP,M14364,M14461,PIPE,BACKUP,SDGTGRVL,CC,10-40,,,0,1.3333333333,,201403,WEDNESDAY,18,10,110,GT 90 DAYS,GT 90 DAYS
11607577,226 (1042) K14697-792 (AS) On Call,712 IRON AVE SE,RECCL,AS,RPIPE,280449,226,230,CM,,70881,CLOSE,7/8/14 2:01,5,3/8/14 22:22,3/8/14 21:00,,Root Saw needed.,RPIPE271724,K-14,8,170,VCP,K14697,K14792,PIPE,OVERFLOW,DEBRIS,CC,10-42,100,,0,8,,201403,SATURDAY ,22,10,121,GT 90 DAYS,GT 90 DAYS
11611129,1042 TOT 250- AS,4200 CIBOLA VILLAGE DR NE,RECCL,AS,RPIPE,273594,251,250,CM,,71000,CLOSE,7/8/14 2:00,5,3/12/14 13:20,3/12/14 12:15,,,RPIPE264869,G-22,8,111,VCP,G22085,G22086,PIPE,OVERFLOW,RAGS,CC,10-42,125,,0,1.5,,201403,WEDNESDAY,13,11,118,GT 90 DAYS,GT 90 DAYS
11613168,10-40 TOT 264/262,908 ALTA VISTA CT SW,RECCL,AS,RPIPE,294291,262,260,CM,,71062,CLOSE,7/10/14 2:00,5,3/18/14 7:02,3/14/14 14:15,,,RPIPE285566,L-11,8,150,VCP,L11271,L11174,PIPE,BACKUP,GREASE,CC,10-40,,,0,4.0333333333,,201403,TUESDAY  ,7,11,114,GT 90 DAYS,GT 90 DAYS
11613523,1040 inside tot 260- AS,415 YALE BLVD SE,RECCL,AS,RPIPE,283882,262,260,CM,,70993,CLOSE,6/23/14 2:00,5,3/19/14 6:28,3/12/14 12:00,,Root Saw needed.,RPIPE275157,K-15,8,540,VCP,K15893,K15884,PIPE,PROPDAM,DEBRIS,CC,10-48,,,0,3.5,,201403,WEDNESDAY,6,12,96,GT 90 DAYS,GT 90 DAYS
11614178,10-40 TOT 250 AS,5341 Wyoming blvd ne,RECCL,AS,RPIPE,272538,258,250,CM,,71174,CLOSE,7/10/14 2:01,4,3/20/14 6:34,3/19/14 11:00,,,RPIPE263813,F-19,8,395,VCP,F19293,F20307,PIPE,BACKUP,ROCKS,CC,10-40,,,0,2,,201403,THURSDAY ,6,12,112,GT 90 DAYS,GT 90 DAYS
11615567,10-40 TOT 213 as,7844 RIDGEVIEW DR NW,RECCL,AS,RPIPE,302574,213,213,CM,,71189,CLOSE,7/10/14 2:01,4,3/24/14 17:24,3/19/14 18:05,,,RPIPE293849,C-12,8,163,PVC,C12923,C12925,PIPE,BACKUP,ROCKS,CC,10-40,,,0,2.6666666667,,201403,MONDAY   ,17,12,107,GT 90 DAYS,GT 90 DAYS
11615813,10-42 east of intersection TOT 260,Constitution / Stanford NE,RECCL,AS,RPIPE,281339,262,260,CM,,71350,CLOSE,7/8/14 2:00,5,3/25/14 12:28,3/25/14 11:05,,,RPIPE272614,J-16,8,330,CP,J16435,J16434,PIPE,OVERFLOW,GREASE,CC,10-42,50,,0,1.3333333333,,201403,TUESDAY  ,12,12,105,GT 90 DAYS,GT 90 DAYS
11627001,10-40 INSIDE TOT 250/255 AS,709 INDIANA ST SE,RECCL,AS,RPIPE,286148,255,250,CM,,71413,CLOSE,7/15/14 2:01,4,3/26/14 11:03,3/26/14 12:35,,Root Saw needed.,RPIPE277423,L-18,8,290,CP,L18383,L18482,PIPE,BACKUP,RGSGRS,CC,10-40,,,0,1.0833333333,,201403,WEDNESDAY,11,13,111,GT 90 DAYS,GT 90 DAYS
11619285,10-40 TOT 250/258,4300 El Pueblo NE,RECCL,AS,RPIPE,265590,258,250,CM,,71488,CLOSE,8/7/14 2:00,4,3/31/14 12:45,3/31/14 15:10,,,RPIPE256865,C-17,8,250,PVC,D17012,C17913,PIPE,BACKUP,GRSSDGRV,CC,10-40,,,0,2.3333333333,,201403,MONDAY   ,12,13,129,GT 90 DAYS,GT 90 DAYS
11627339,COMING OUT OF MANHOLE NORTHSIDE OF UPS BLDG IN ALLEY TOT 260,2401 COMANCHE RD NE,RECCL,AS,RPIPE,266475,264,264,CM,,71777,CLOSE,8/7/14 2:01,5,4/11/14 9:09,4/11/14 3:00,,,RPIPE257750,G-16,12,80,DIP,G16312,G16304,PIPE,OVERFLOW,ROCKS,CC,10-42,"31,500",,0,28,,201404,FRIDAY   ,9,15,118,GT 90 DAYS,GT 90 DAYS
11627474,10-42 tot 210-213  AS,ELIZABETH & MENAUL NE,RECCL,AS,RPIPE,271976,213,210,CM,,71840,CLOSE,8/7/14 2:01,5,4/11/14 21:53,4/11/14 20:20,,Root Saw needed.,RPIPE263251,H-21,8,291,CP,H21423,H21422,PIPE,OVERFLOW,RAGS,CC,10-42,220,,0,1.5,,201404,FRIDAY   ,21,15,117,GT 90 DAYS,GT 90 DAYS
11629445,10-40 inside TOT 250/252 AS-tot Risk,9440 TASCO DR NE,RECCL,AS,RPIPE,277151,252,250,CM,,71950,CLOSE,8/7/14 2:00,5,4/16/14 14:25,4/16/14 9:15,,,RPIPE268426,F-20,8,253,VCP,F20593,F20582,PIPE,PROPDAM,RTSDBRS,CC,10-48,,,0,3.5333333333,,201404,WEDNESDAY,14,16,112,GT 90 DAYS,GT 90 DAYS
11631699,10-40 tot250/252,1825 CANDELARIA RD NW,RECCL,AS,RPIPE,302821,252,250,CM,,72106,CLOSE,7/23/14 2:00,4,4/22/14 6:32,4/21/14 16:45,,,RPIPE294096,G-13,8,362,CP,G13561,G13551,PIPE,BACKUP,ROCKS,CC,10-40,,,0,6.3333333333,,201404,TUESDAY  ,6,16,92,GT 90 DAYS,GT 90 DAYS
11635564,10-42 TOT 260/262,Golf Course & McMahon,RECCL,AS,RPIPE,633336,262,260,CM,,72241,COMP,6/19/14 10:41,5,4/25/14 12:19,4/25/14 15:00,,,RPIPE855455,A-12,8,155,PVC,A12793,A12894,PIPE,OVERFLOW,RAGS,CC,10-42,500,,0,4.3333333333,,201404,FRIDAY   ,12,17,55,31-60 DAYS,31-60 DAYS
11634324,10-42 TOT 260/262,10501 GOLF COURSE NW,RECCL,AS,RPIPE,633336,212,210,CM,,72241,CLOSE,8/7/14 2:02,5,4/25/14 23:34,4/25/14 19:30,,,RPIPE855455,A-12,8,155,PVC,A12793,A12894,PIPE,OVERFLOW,GREASE,CC,10-42,"7,500",,0,4,,201404,FRIDAY   ,23,17,103,GT 90 DAYS,GT 90 DAYS
11642229,10-40 TOT 260/262,727 CITY VIEW DR SW,RECCL,AS,RPIPE,299060,262,260,CM,,72262,COMP,6/19/14 10:16,4,4/26/14 13:13,4/26/14 15:40,,,RPIPE290335,K-11,8,247,PVC,K11973,K11964,PIPE,BACKUP,GREASE,CC,10-40,,,0,2.3333333333,,201404,SATURDAY ,13,17,54,31-60 DAYS,31-60 DAYS
11642602,10-40 sewer backup,717 PRINCETON DR SE,RECCL,AS,RPIPE,280398,262,260,CM,,72300,COMP,6/19/14 10:18,4,4/26/14 17:42,4/26/14 18:30,,PLEASE USE LOW PRESSURE WHEN FLUSHING LINE.,RPIPE271673,L-16,8,250,CP,L16131,L16035,PIPE,BACKUP,GREASE,CC,10-40,,,0,0.6666666667,,201404,SATURDAY ,17,17,54,31-60 DAYS,31-60 DAYS
11634578,10-42  TOT 260/262 AS,George & University SE,RECCL,AS,RPIPE,284561,262,260,CM,,72305,COMP,6/19/14 10:44,5,4/27/14 6:34,4/27/14 11:44,,,RPIPE275836,M-15,8,293,VCP,M15862,M15861,PIPE,OVERFLOW,RAGS,CC,10-42,85,,0,6.8,,201404,SUNDAY   ,6,17,53,31-60 DAYS,31-60 DAYS
11637097,1040 INSIDE TOT 213        MAKE CONTACT PLSE NAS,8012 1ST ST NW,RECCL,AS,RPIPE,263387,212,210,CM,,72424,CLOSE,8/8/14 2:00,4,4/30/14 15:29,4/30/14 17:10,,,RPIPE254662,D-15,8,215.16000366,PVC,D15291,D15392,PIPE,BACKUP,DEBRIS,CC,10-40,,,0,0.8333333333,,201404,WEDNESDAY,15,18,99,GT 90 DAYS,GT 90 DAYS
11637102,10-42 TOT 210 10-48 AS,10408 GUADIANA SW,RECCL,AS,RPIPE,296140,211,210,CM,,72428,CLOSE,8/8/14 2:01,5,4/30/14 16:57,4/30/14 19:20,,,RPIPE287415,M-08,8,220,VCP,M08984,M08994,PIPE,PROPDAM,RAGS,CC,10-48,,,0,3.6666666667,,201404,WEDNESDAY,16,18,99,GT 90 DAYS,GT 90 DAYS
